run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	sample_alias
ERR528328	SAMEA2582186	ERX493531	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528328/ERR528328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528328/ERR528328_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528328/LV9_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528328/LV9_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528328	LV9_Run2
ERR527173	SAMEA2582051	ERX492376	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527173/ERR527173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527173/ERR527173_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527173/LD-30_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527173/LD-30_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527173	LD-30_Run2
ERR528329	SAMEA2581875	ERX493532	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528329/ERR528329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528329/ERR528329_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528329/HD-1_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528329/HD-1_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528329	HD-1_Run4
ERR527179	SAMEA2582057	ERX492382	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527179/ERR527179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527179/ERR527179_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527179/LD-32_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527179/LD-32_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527179	LD-32_Run2
ERR528332	SAMEA2581972	ERX493535	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528332/ERR528332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528332/ERR528332_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528332/HD-8_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528332/HD-8_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528332	HD-8_Run1
ERR527181	SAMEA2582059	ERX492384	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527181/ERR527181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527181/ERR527181_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527181/LD-33_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527181/LD-33_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527181	LD-33_Run2
ERR528333	SAMEA2581973	ERX493536	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528333/ERR528333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528333/ERR528333_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528333/HD-80_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528333/HD-80_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528333	HD-80_Run6
ERR528335	SAMEA2581975	ERX493538	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528335/ERR528335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528335/ERR528335_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528335/HD-82_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528335/HD-82_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528335	HD-82_Run6
ERR527184	SAMEA2582062	ERX492387	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527184/ERR527184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527184/ERR527184_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527184/LD-36_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527184/LD-36_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527184	LD-36_Run2
ERR528336	SAMEA2581976	ERX493539	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528336/ERR528336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528336/ERR528336_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528336/HD-83_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528336/HD-83_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528336	HD-83_Run6
ERR528337	SAMEA2581977	ERX493540	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528337/ERR528337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528337/ERR528337_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528337/HD-9_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528337/HD-9_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528337	HD-9_Run1
ERR527186	SAMEA2582064	ERX492389	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527186/ERR527186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527186/ERR527186_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527186/LD-36_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527186/LD-36_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527186	LD-36_Run5
ERR528730	SAMEA2582106	ERX493933	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528730/ERR528730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528730/ERR528730_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528730/LD-65_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528730/LD-65_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528730	LD-65_Run4
ERR527191	SAMEA2582069	ERX492394	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527191/ERR527191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527191/ERR527191_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527191/LD-40_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527191/LD-40_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527191	LD-40_Run2
ERR527192	SAMEA2582070	ERX492395	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527192/ERR527192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527192/ERR527192_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527192/LD-40_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527192/LD-40_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527192	LD-40_Run3
ERR528731	SAMEA2582107	ERX493934	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528731/ERR528731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528731/ERR528731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528731/LD-65_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528731/LD-65_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528731	LD-65_Run6
ERR527194	SAMEA2582072	ERX492397	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527194/ERR527194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527194/ERR527194_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527194/LD-41_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527194/LD-41_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527194	LD-41_Run2
ERR528732	SAMEA2582108	ERX493935	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528732/ERR528732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528732/ERR528732_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528732/LD-66_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528732/LD-66_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528732	LD-66_Run3
ERR527197	SAMEA2582075	ERX492400	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527197/ERR527197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527197/ERR527197_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527197/LD-44_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527197/LD-44_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527197	LD-44_Run2
ERR527198	SAMEA2582076	ERX492401	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527198/ERR527198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527198/ERR527198_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527198/LD-45_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527198/LD-45_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527198	LD-45_Run2
ERR528741	SAMEA2582117	ERX493944	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528741/ERR528741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528741/ERR528741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528741/LD-71_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528741/LD-71_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528741	LD-71_Run4
ERR527205	SAMEA2582083	ERX492408	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527205/ERR527205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527205/ERR527205_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527205/LD-49_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527205/LD-49_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527205	LD-49_Run5
ERR528742	SAMEA2582118	ERX493945	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528742/ERR528742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528742/ERR528742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528742/LD-72_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528742/LD-72_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528742	LD-72_Run3
ERR527209	SAMEA2582087	ERX492412	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527209/ERR527209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527209/ERR527209_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527209/LD-52_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527209/LD-52_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527209	LD-52_Run3
ERR527210	SAMEA2582088	ERX492413	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527210/ERR527210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527210/ERR527210_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527210/LD-53_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527210/LD-53_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527210	LD-53_Run3
ERR532378	SAMEA2582126	ERX497581	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532378/ERR532378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532378/ERR532378_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532378/LD-8_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532378/LD-8_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532378	LD-8_Run1
ERR527217	SAMEA2582095	ERX492420	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527217/ERR527217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527217/ERR527217_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527217/LD-58_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527217/LD-58_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527217	LD-58_Run3
ERR532379	SAMEA2582127	ERX497582	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532379/ERR532379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532379/ERR532379_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532379/LD-80_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532379/LD-80_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532379	LD-80_Run4
ERR528293	SAMEA2582151	ERX493496	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528293/ERR528293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528293/ERR528293_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528293/LV10_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528293/LV10_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528293	LV10_Run2
ERR528297	SAMEA2582155	ERX493500	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528297/ERR528297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528297/ERR528297_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528297/LV13_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528297/LV13_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528297	LV13_Run3
ERR532381	SAMEA2582129	ERX497584	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532381/ERR532381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532381/ERR532381_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532381/LD-82_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532381/LD-82_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532381	LD-82_Run4
ERR528300	SAMEA2582158	ERX493503	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528300/ERR528300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528300/ERR528300_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528300/LV14_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528300/LV14_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528300	LV14_Run4
ERR528302	SAMEA2582160	ERX493505	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528302/ERR528302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528302/ERR528302_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528302/LV15_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528302/LV15_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528302	LV15_Run4
ERR532390	SAMEA2582139	ERX497593	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532390/ERR532390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532390/ERR532390_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532390/LD-90_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532390/LD-90_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532390	LD-90_Run6
ERR532393	SAMEA2582142	ERX497596	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532393/ERR532393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532393/ERR532393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532393/LD-93_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532393/LD-93_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532393	LD-93_Run3
ERR528304	SAMEA2582162	ERX493507	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528304/ERR528304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528304/ERR528304_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528304/LV17_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528304/LV17_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528304	LV17_Run4
ERR532394	SAMEA2582143	ERX497597	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532394/ERR532394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532394/ERR532394_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532394/LD-94_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532394/LD-94_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532394	LD-94_Run3
ERR528306	SAMEA2582164	ERX493509	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528306/ERR528306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528306/ERR528306_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528306/LV18_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528306/LV18_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528306	LV18_Run6
ERR528311	SAMEA2582169	ERX493514	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528311/ERR528311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528311/ERR528311_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528311/LV21_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528311/LV21_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528311	LV21_Run4
ERR532618	SAMEA2582138	ERX497821	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532618/ERR532618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532618/ERR532618_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532618/LD-9_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532618/LD-9_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532618	LD-9_Run1
ERR528312	SAMEA2582170	ERX493515	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528312/ERR528312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528312/ERR528312_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528312/LV22_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528312/LV22_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528312	LV22_Run6
ERR532622	SAMEA2582147	ERX497825	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532622/ERR532622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR532/ERR532622/ERR532622_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532622/LD-98_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR532/ERR532622/LD-98_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR532/ERR532622	LD-98_Run3
ERR528313	SAMEA2582171	ERX493516	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528313/ERR528313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528313/ERR528313_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528313/LV23_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528313/LV23_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528313	LV23_Run6
ERR528315	SAMEA2582173	ERX493518	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528315/ERR528315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528315/ERR528315_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528315/LV25_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528315/LV25_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528315	LV25_Run2
ERR528319	SAMEA2582177	ERX493522	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528319/ERR528319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528319/ERR528319_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528319/LV3_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528319/LV3_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528319	LV3_Run6
ERR528321	SAMEA2582179	ERX493524	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528321/ERR528321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528321/ERR528321_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528321/LV4_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528321/LV4_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528321	LV4_Run5
ERR528323	SAMEA2582181	ERX493526	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528323/ERR528323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528323/ERR528323_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528323/LV5_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528323/LV5_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528323	LV5_Run5
ERR528324	SAMEA2582182	ERX493527	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528324/ERR528324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528324/ERR528324_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528324/LV6_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528324/LV6_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528324	LV6_Run2
ERR528326	SAMEA2582184	ERX493529	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528326/ERR528326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528326/ERR528326_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528326/LV7_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528326/LV7_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528326	LV7_Run5
